1.000000000000000000e+00 -1.954769999999999897e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 -1.854770000000000252e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 -1.754770000000000163e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 -1.654770000000000074e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 -1.554769999999999985e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 -1.454769999999999897e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 -1.354770000000000252e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 -1.254770000000000163e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 -1.154770000000000074e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 -1.054769999999999985e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 -9.547699999999998965e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 -8.547700000000002518e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 -7.547700000000001630e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 -6.547700000000000742e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 -5.547699999999999854e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 -4.547699999999998965e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 -3.547700000000002518e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 -2.547700000000001630e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 -1.547700000000000742e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 -5.476999999999998536e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 4.522999999999988141e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+01 1.452299999999999702e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+01 2.452299999999998370e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+01 3.452299999999999258e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 4.452300000000000146e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+01 5.452299999999998814e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000000e+01 6.452299999999999702e-01 2.147000000000000575e-01 -3.860129000000093904e-04 7.429064699999999785e-03 2.881287267265399410e-01 3.493964150000000157e-01
2.800000000000000000e+01 7.452299999999998370e-01 2.350050000000000239e+01 1.830644869999999971e-03 8.131660900000002856e-01 1.773394740566800110e+01 1.860102750000001276e-02
2.900000000000000000e+01 8.452299999999999258e-01 7.009329999999998506e+01 1.150333800000000184e-03 2.425373299999999510e+00 3.279939380338000632e+01 -4.604365899999992955e-03
3.000000000000000000e+01 9.452299999999999036e-01 3.702959999999999496e+01 8.710865400000002015e-04 1.281301000000000245e+00 8.919535661171000385e+00 -2.233487750000002006e-02
3.100000000000000000e+01 1.045229999999999881e+00 6.646100000000000563e+00 -1.591525125000001770e-03 2.299688199999999350e-01 5.276760210301003617e-01 -4.165476400000000384e-02
3.200000000000000000e+01 1.145229999999999970e+00 7.856999999999999540e-01 -2.957942799999998401e-03 2.718684999999998464e-02 1.434582951920701163e-02 1.123983499999999941e-01
3.300000000000000000e+01 1.245229999999999837e+00 1.453000000000000680e-01 -3.398905699999999613e-02 5.027681799999999396e-03 9.718831991689652616e-02 8.413015599999998928e-01
3.400000000000000000e+01 1.345229999999999926e+00 1.352030000000000598e+01 3.653580520000000980e-03 4.678303999999999796e-01 1.371090500604399232e+01 1.828119000000010203e-03
3.500000000000000000e+01 1.445230000000000015e+00 6.884260000000001867e+01 2.096100860000000947e-03 2.382096799999999792e+00 1.678467379664300907e+01 1.726016309999998596e-02
3.600000000000000000e+01 1.545229999999999881e+00 5.768100000000001160e+01 2.919571861999997568e-03 1.995881900000000542e+00 -8.192056973466998571e+00 3.356302180000000218e-02
3.700000000000000000e+01 1.645229999999999970e+00 3.992160000000001929e+01 3.181464432000001476e-03 1.381370199999999437e+00 -8.797942605336997346e+00 -2.891151189999999899e-02
3.800000000000000000e+01 1.745229999999999837e+00 2.995099999999998985e+01 2.703188332900000566e-03 1.036367239999999912e+00 -8.673894192956396409e+00 -8.481520249999997818e-02
3.900000000000000000e+01 1.845229599999999914e+00 1.885560000000000258e+01 2.107347449999999803e-03 6.524428699999998971e-01 -5.948427091191797800e+00 3.134225214999999259e-02
4.000000000000000000e+01 1.945229600000000003e+00 1.338740000000000308e+01 5.297874469000001321e-03 4.632318799999999293e-01 -3.657858129234597744e+00 3.477223540000000390e-02
4.100000000000000000e+01 2.045230000000000103e+00 1.161590000000000167e+01 4.013642771000000380e-03 4.019342600000001542e-01 -2.563636076922301221e+00 3.785880700000000126e-02
4.200000000000000000e+01 2.145229999999999748e+00 1.170660000000000167e+01 8.428155589999999919e-03 4.050726799999997962e-01 -1.512419949027500099e+00 -5.747493799999998237e-02
4.300000000000000000e+01 2.245229999999999837e+00 1.674859999999999971e+01 1.251612800000000743e-03 5.795364300000002133e-01 -8.470997110166837707e-02 -1.457036746000000410e-02
4.400000000000000000e+01 2.345229999999999926e+00 2.812750000000000483e+01 3.835377889999999537e-03 9.732698899999995268e-01 9.646525060864696854e-01 3.925346849999999249e-02
4.500000000000000000e+01 2.445230000000000015e+00 3.637700000000000955e+01 6.358138750000002365e-03 1.258719699999999664e+00 1.481874683403990034e-01 9.524609160000004418e-03
4.600000000000000000e+01 2.545230000000000103e+00 3.463300000000000978e+01 6.443028010000000777e-03 1.198373899999999770e+00 -8.728166518098993132e-01 -2.789733999999996624e-04
4.700000000000000000e+01 2.645229999999999748e+00 2.781060000000000443e+01 4.662496048999999719e-03 9.623045799999997429e-01 -9.966907183397799574e-01 -2.147404729000000623e-02
4.800000000000000000e+01 2.745229999999999837e+00 2.138000000000000966e+01 7.753973465999998080e-03 7.397924000000000166e-01 -6.809261258508699788e-01 1.642199799999998974e-03
4.900000000000000000e+01 2.845229999999999926e+00 1.741789999999999949e+01 3.763752050000000651e-03 6.026955400000000296e-01 -2.621014491794471102e-01 2.313657982999999321e-02
5.000000000000000000e+01 2.945230000000000015e+00 1.579830000000000112e+01 2.609740719999999008e-03 5.466539899999999230e-01 1.606028707324434757e-01 1.142902300000001514e-03
5.100000000000000000e+01 3.045230000000000103e+00 1.625010000000000332e+01 6.656194799999988389e-04 5.622872499999996831e-01 6.172167552042597816e-01 1.876079700000001654e-02
5.200000000000000000e+01 3.145229999999999748e+00 1.849110000000000298e+01 7.229248599999999088e-03 6.398305100000000190e-01 1.093198072851599756e+00 -2.532038179999999278e-02
5.300000000000000000e+01 3.245229999999999837e+00 2.212529999999999575e+01 7.055279280000004323e-03 7.655813000000002422e-01 1.560224335696399400e+00 5.838657900000013452e-03
