1.000000000000000000e+00 9.273160000000000291e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.027315999999999896e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 1.127315999999999985e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 1.227316000000000074e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.327316000000000162e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 1.427316000000000029e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 1.527316000000000118e+00 1.046999999999998349e-01 -6.850389521000001952e-03 3.622838354999990094e-03 -1.311226951799998874e-01
8.000000000000000000e+00 1.627315900000000148e+00 1.881475000000001785e+01 2.541396703200000853e-03 6.510294020000002568e-01 -2.610406249699997669e-02
9.000000000000000000e+00 1.727315900000000015e+00 7.236516999999990674e+01 5.605002640199988929e-03 2.503985080000001417e+00 3.527303291000001301e-03
1.000000000000000000e+01 1.827315999999999940e+00 4.552912000000008419e+01 1.152888099480000803e-02 1.575402140000000450e+00 1.433092886199999194e-02
1.100000000000000000e+01 1.927316000000000029e+00 9.599030000000002616e+00 1.392891433469999746e-02 3.321463710000004954e-01 2.175014063799998731e-02
1.200000000000000000e+01 2.027315999999999896e+00 1.297089999999998966e+00 1.529916002732999158e-02 4.488200690000001408e-02 2.628725850999996325e-02
1.300000000000000000e+01 2.127315999999999985e+00 2.012899999999996636e-01 1.640495829759999746e-02 6.965051310000013388e-03 1.367104781399994806e-01
1.400000000000000000e+01 2.227316000000000074e+00 4.772000000000004016e-02 1.557063476999999072e-02 1.651210071999990349e-03 2.192032101350000761e-01
1.500000000000000000e+01 2.327316000000000162e+00 1.919999999999993587e-02 -2.175456739000002082e-02 6.643593299999974887e-04 1.381587954000000062e-01
1.600000000000000000e+01 2.427316000000000251e+00 1.534999999999987069e-02 8.282594247999998036e-03 5.311414609999983230e-04 3.955477824399998288e-01
1.700000000000000000e+01 2.527315999999999896e+00 3.032000000000005524e-02 3.452099708500001862e-02 1.049134434999994103e-03 -2.947646806297498090e-01
1.800000000000000000e+01 2.627315999999999985e+00 8.577999999999999514e-02 2.892043941999999229e-02 2.968165971999986181e-03 -7.540943579000014552e-02
1.900000000000000000e+01 2.727319999999999744e+00 1.936200000000000143e-01 2.545660444890000818e-02 6.699653843000013403e-03 2.291404093600004632e-01
2.000000000000000000e+01 2.827320000000000277e+00 3.979199999999998294e-01 1.424251130500000032e-02 1.376885690999999669e-02 1.261409562400000184e-01
2.100000000000000000e+01 2.927319999999999922e+00 8.274800000000011035e-01 8.317447205000001731e-03 2.863252579999997841e-02 -1.199898481999971860e-03
2.200000000000000000e+01 3.027320000000000011e+00 1.655739999999997991e+00 1.616547904000000674e-02 5.729204239999993731e-02 -1.081170219599995874e-02
2.300000000000000000e+01 3.127320000000000100e+00 3.660870000000005398e+00 1.411734237189997236e-02 1.266736969000001600e-01 -3.405299071000000843e-02
2.400000000000000000e+01 3.227319999999999744e+00 8.945889999999993236e+00 1.821144104690001347e-02 3.095463589999999376e-01 7.803231080000004767e-03
2.500000000000000000e+01 3.327320000000000277e+00 1.651255000000001161e+01 1.754768428510002781e-02 5.713685170000003533e-01 -2.019857949000000708e-02
2.600000000000000000e+01 3.427319999999999922e+00 2.054354999999998199e+01 1.605014371720001401e-02 7.108494839999994763e-01 7.721224307000000564e-03
2.700000000000000000e+01 3.527320000000000011e+00 1.949375000000000213e+01 1.620558766109998078e-02 6.745242159999995657e-01 2.891567674999998439e-03
2.800000000000000000e+01 3.627320000000000100e+00 1.630112999999999346e+01 1.526150529210000550e-02 5.640529290000014795e-01 -7.654301141000001245e-03
2.900000000000000000e+01 3.727320000000000189e+00 1.354741000000002593e+01 1.527921106920000077e-02 4.687685050000000020e-01 7.382910176999993995e-03
3.000000000000000000e+01 3.827319999999999833e+00 1.226166000000001333e+01 1.253055532643002241e-02 4.242788959999997389e-01 3.402726376099998729e-02
3.100000000000000000e+01 3.927319999999999922e+00 1.248975000000000257e+01 1.361846497234999072e-02 4.321712790000000193e-01 -1.493716600800000689e-02
3.200000000000000000e+01 4.027319999999999567e+00 1.419783000000002460e+01 1.283648226810000029e-02 4.912743959999998355e-01 3.438575514399994093e-02
3.300000000000000000e+01 4.127320000000000100e+00 1.726154999999998907e+01 9.901313663450001662e-03 5.972854620000008774e-01 -3.121125877800003112e-02
3.400000000000000000e+01 4.227320000000000633e+00 2.091359000000000989e+01 9.694893640629991330e-03 7.236536230000011338e-01 -1.235485694399998322e-02
3.500000000000000000e+01 4.327320000000000277e+00 2.324798999999996951e+01 8.415415366649990625e-03 8.044287359999997555e-01 5.535933844000004260e-03
3.600000000000000000e+01 4.427319999999999922e+00 2.306894000000001199e+01 7.366559680300015060e-03 7.982332180000001332e-01 1.317638249199999494e-02
3.700000000000000000e+01 4.527319999999999567e+00 2.102813999999998984e+01 7.438112341999999697e-03 7.276173069999991583e-01 -5.160562069400003588e-03
3.800000000000000000e+01 4.627320000000000100e+00 1.856846999999998360e+01 5.945238122999987190e-03 6.425076069999997586e-01 -9.183712840000005442e-03
3.900000000000000000e+01 4.727320000000000633e+00 1.680917000000000883e+01 5.105512169060005129e-03 5.816321729999988088e-01 1.083274259999995881e-03
4.000000000000000000e+01 4.827320000000000277e+00 1.613344999999999985e+01 4.259055447799993573e-03 5.582508559999995734e-01 5.993013554000005752e-03
4.100000000000000000e+01 4.927319999999999922e+00 1.649521000000000726e+01 1.742886974419998163e-03 5.707685229999998056e-01 5.190300413900002935e-03
4.200000000000000000e+01 5.027319999999999567e+00 1.771700000000002007e+01 2.132471290469995645e-03 6.130449679999997459e-01 2.309356166199998117e-02
4.300000000000000000e+01 5.127320000000000100e+00 1.926830999999998539e+01 3.506101117999981930e-04 6.667235369999995331e-01 -1.154131494700001530e-02
